1,2,3,4,5,6,7
原子天地,92年加拿大地方政府施行了一项名为“驯鹿增量”计划”，为达目的，必须大量捕杀狼群，为此，马修·连恩率领30多位音乐工作者以2年多的时间，完成了《狼》这张专辑。。。,2014年11月15日,7793,Bressanone（布列瑟农）,Matthew Lien,Here i stand in Bressanone我站在布列瑟农的土地上With the stars up in the sky繁星就闪耀在我的上方Are they shining over brenner那星光是否穿过布雷诺？And upon the other side是否照耀着遥远的他乡？You would be a sweet surrender请你不要那么倔强I must go the other way我要走的是另一个方向And my train will carry me onward列车会载着我驶向前方Though my heart would surely stay但我的心定会停留在这个地方Wo my heart would surely stay哦，我的心定会停留在这个地方Now the clouds are flying by me黑云匆匆穿过我的头顶上And the moon is on the rise明月也升起在天空的那一旁I have left stars behind me我将繁星留在我的后方They were diamonds in your skies它们会像钻石闪耀在你的天空上You would be a sweet surrender所以请你不要那么倔强I must go the other way我要走的是另一个方向And my train will carry me onward列车会载着我驶向前方Though my heart would surely stay但我的心定会停留在这个地方Wo my heart would surely stay哦，我的心定会停留在这个地方展开
山形织,第一次喜欢一个男生，电台里听到好听的歌，悄悄记下来名字，拿了几块钱买到磁带，趁课间休息把正放这首歌的随身听给他，他听两句就把耳机摘了，那时候竟然遗憾他不喜欢这首歌，后来才明白，他只是不喜欢我罢了。,2015年11月1日,5634,Bressanone（布列瑟农）,Matthew Lien,Here i stand in Bressanone我站在布列瑟农的土地上With the stars up in the sky繁星就闪耀在我的上方Are they shining over brenner那星光是否穿过布雷诺？And upon the other side是否照耀着遥远的他乡？You would be a sweet surrender请你不要那么倔强I must go the other way我要走的是另一个方向And my train will carry me onward列车会载着我驶向前方Though my heart would surely stay但我的心定会停留在这个地方Wo my heart would surely stay哦，我的心定会停留在这个地方Now the clouds are flying by me黑云匆匆穿过我的头顶上And the moon is on the rise明月也升起在天空的那一旁I have left stars behind me我将繁星留在我的后方They were diamonds in your skies它们会像钻石闪耀在你的天空上You would be a sweet surrender所以请你不要那么倔强I must go the other way我要走的是另一个方向And my train will carry me onward列车会载着我驶向前方Though my heart would surely stay但我的心定会停留在这个地方Wo my heart would surely stay哦，我的心定会停留在这个地方展开
大娃505,不吹不黑，我真的找了十年。前几天考试之前意外网易云看到马修连恩的专访，觉得这个人长相很有感觉，就收藏了，想考试之后再看，这个周末正好有机会看了一下，点开了歌手的所有歌曲，打开了第一首歌曲，正坐在电脑前面啃着梨的我，听到前奏时就把梨放在了桌子上，心情难以平复,2016年12月25日,4731,Bressanone（布列瑟农）,Matthew Lien,Here i stand in Bressanone我站在布列瑟农的土地上With the stars up in the sky繁星就闪耀在我的上方Are they shining over brenner那星光是否穿过布雷诺？And upon the other side是否照耀着遥远的他乡？You would be a sweet surrender请你不要那么倔强I must go the other way我要走的是另一个方向And my train will carry me onward列车会载着我驶向前方Though my heart would surely stay但我的心定会停留在这个地方Wo my heart would surely stay哦，我的心定会停留在这个地方Now the clouds are flying by me黑云匆匆穿过我的头顶上And the moon is on the rise明月也升起在天空的那一旁I have left stars behind me我将繁星留在我的后方They were diamonds in your skies它们会像钻石闪耀在你的天空上You would be a sweet surrender所以请你不要那么倔强I must go the other way我要走的是另一个方向And my train will carry me onward列车会载着我驶向前方Though my heart would surely stay但我的心定会停留在这个地方Wo my heart would surely stay哦，我的心定会停留在这个地方展开
生性孤独罘會爱人,甘于平凡的人，要么是有悲壮的过往，要么是有隐秘的快乐。——我不羡慕别人有悲壮的过往，却特别羡慕那些拥有不为人知的只属于自己的快乐的人。这样的人大概永远都不会觉得无聊。,2015年9月17日,3392,Bressanone（布列瑟农）,Matthew Lien,Here i stand in Bressanone我站在布列瑟农的土地上With the stars up in the sky繁星就闪耀在我的上方Are they shining over brenner那星光是否穿过布雷诺？And upon the other side是否照耀着遥远的他乡？You would be a sweet surrender请你不要那么倔强I must go the other way我要走的是另一个方向And my train will carry me onward列车会载着我驶向前方Though my heart would surely stay但我的心定会停留在这个地方Wo my heart would surely stay哦，我的心定会停留在这个地方Now the clouds are flying by me黑云匆匆穿过我的头顶上And the moon is on the rise明月也升起在天空的那一旁I have left stars behind me我将繁星留在我的后方They were diamonds in your skies它们会像钻石闪耀在你的天空上You would be a sweet surrender所以请你不要那么倔强I must go the other way我要走的是另一个方向And my train will carry me onward列车会载着我驶向前方Though my heart would surely stay但我的心定会停留在这个地方Wo my heart would surely stay哦，我的心定会停留在这个地方展开
TheLoadstar,歌听着总有种说不出来的感动，感觉你听着它，心里有那么多的感想，回想起那么多的往事，但是每当想表达心里的感情，却什么都说不出来，一份份的感情全都融在这首歌里，越想说，越无言,2014年12月11日,3321,Bressanone（布列瑟农）,Matthew Lien,Here i stand in Bressanone我站在布列瑟农的土地上With the stars up in the sky繁星就闪耀在我的上方Are they shining over brenner那星光是否穿过布雷诺？And upon the other side是否照耀着遥远的他乡？You would be a sweet surrender请你不要那么倔强I must go the other way我要走的是另一个方向And my train will carry me onward列车会载着我驶向前方Though my heart would surely stay但我的心定会停留在这个地方Wo my heart would surely stay哦，我的心定会停留在这个地方Now the clouds are flying by me黑云匆匆穿过我的头顶上And the moon is on the rise明月也升起在天空的那一旁I have left stars behind me我将繁星留在我的后方They were diamonds in your skies它们会像钻石闪耀在你的天空上You would be a sweet surrender所以请你不要那么倔强I must go the other way我要走的是另一个方向And my train will carry me onward列车会载着我驶向前方Though my heart would surely stay但我的心定会停留在这个地方Wo my heart would surely stay哦，我的心定会停留在这个地方展开
帐号已注销,为什么别人听个歌还能说出一堆感人的故事。我就只会说 “卧槽，好听！”,2016年10月22日,1985,Bressanone（布列瑟农）,Matthew Lien,Here i stand in Bressanone我站在布列瑟农的土地上With the stars up in the sky繁星就闪耀在我的上方Are they shining over brenner那星光是否穿过布雷诺？And upon the other side是否照耀着遥远的他乡？You would be a sweet surrender请你不要那么倔强I must go the other way我要走的是另一个方向And my train will carry me onward列车会载着我驶向前方Though my heart would surely stay但我的心定会停留在这个地方Wo my heart would surely stay哦，我的心定会停留在这个地方Now the clouds are flying by me黑云匆匆穿过我的头顶上And the moon is on the rise明月也升起在天空的那一旁I have left stars behind me我将繁星留在我的后方They were diamonds in your skies它们会像钻石闪耀在你的天空上You would be a sweet surrender所以请你不要那么倔强I must go the other way我要走的是另一个方向And my train will carry me onward列车会载着我驶向前方Though my heart would surely stay但我的心定会停留在这个地方Wo my heart would surely stay哦，我的心定会停留在这个地方展开
一缕暗香,有时候这么好的歌怕分享给自己想要分享的人时他却听不懂。,2016年3月3日,1839,Bressanone（布列瑟农）,Matthew Lien,Here i stand in Bressanone我站在布列瑟农的土地上With the stars up in the sky繁星就闪耀在我的上方Are they shining over brenner那星光是否穿过布雷诺？And upon the other side是否照耀着遥远的他乡？You would be a sweet surrender请你不要那么倔强I must go the other way我要走的是另一个方向And my train will carry me onward列车会载着我驶向前方Though my heart would surely stay但我的心定会停留在这个地方Wo my heart would surely stay哦，我的心定会停留在这个地方Now the clouds are flying by me黑云匆匆穿过我的头顶上And the moon is on the rise明月也升起在天空的那一旁I have left stars behind me我将繁星留在我的后方They were diamonds in your skies它们会像钻石闪耀在你的天空上You would be a sweet surrender所以请你不要那么倔强I must go the other way我要走的是另一个方向And my train will carry me onward列车会载着我驶向前方Though my heart would surely stay但我的心定会停留在这个地方Wo my heart would surely stay哦，我的心定会停留在这个地方展开
danger233,小学听的，现在高二了 忘不了,2014年11月15日,1814,Bressanone（布列瑟农）,Matthew Lien,Here i stand in Bressanone我站在布列瑟农的土地上With the stars up in the sky繁星就闪耀在我的上方Are they shining over brenner那星光是否穿过布雷诺？And upon the other side是否照耀着遥远的他乡？You would be a sweet surrender请你不要那么倔强I must go the other way我要走的是另一个方向And my train will carry me onward列车会载着我驶向前方Though my heart would surely stay但我的心定会停留在这个地方Wo my heart would surely stay哦，我的心定会停留在这个地方Now the clouds are flying by me黑云匆匆穿过我的头顶上And the moon is on the rise明月也升起在天空的那一旁I have left stars behind me我将繁星留在我的后方They were diamonds in your skies它们会像钻石闪耀在你的天空上You would be a sweet surrender所以请你不要那么倔强I must go the other way我要走的是另一个方向And my train will carry me onward列车会载着我驶向前方Though my heart would surely stay但我的心定会停留在这个地方Wo my heart would surely stay哦，我的心定会停留在这个地方展开
北京大猫,想念阿尔卑斯山脚下的日子,2014年10月5日,1342,Bressanone（布列瑟农）,Matthew Lien,Here i stand in Bressanone我站在布列瑟农的土地上With the stars up in the sky繁星就闪耀在我的上方Are they shining over brenner那星光是否穿过布雷诺？And upon the other side是否照耀着遥远的他乡？You would be a sweet surrender请你不要那么倔强I must go the other way我要走的是另一个方向And my train will carry me onward列车会载着我驶向前方Though my heart would surely stay但我的心定会停留在这个地方Wo my heart would surely stay哦，我的心定会停留在这个地方Now the clouds are flying by me黑云匆匆穿过我的头顶上And the moon is on the rise明月也升起在天空的那一旁I have left stars behind me我将繁星留在我的后方They were diamonds in your skies它们会像钻石闪耀在你的天空上You would be a sweet surrender所以请你不要那么倔强I must go the other way我要走的是另一个方向And my train will carry me onward列车会载着我驶向前方Though my heart would surely stay但我的心定会停留在这个地方Wo my heart would surely stay哦，我的心定会停留在这个地方展开
__心火__,你走的越远，你所看到的风景就越灿烂。有时落日泛起紫红的余晖，有时散发出橘红色的火光燃起天边的晚霞。人生匆匆，有些人沦为平庸浅薄，金玉其外，而败絮其中。可不经意间，有一天你会遇到一个彩虹般绚丽的人，从此以后，其他人就不过是匆匆浮云。 人生最美的事情，莫过于互相惊艳了彼此的时光了吧。,2017年6月2日,1277,Bressanone（布列瑟农）,Matthew Lien,Here i stand in Bressanone我站在布列瑟农的土地上With the stars up in the sky繁星就闪耀在我的上方Are they shining over brenner那星光是否穿过布雷诺？And upon the other side是否照耀着遥远的他乡？You would be a sweet surrender请你不要那么倔强I must go the other way我要走的是另一个方向And my train will carry me onward列车会载着我驶向前方Though my heart would surely stay但我的心定会停留在这个地方Wo my heart would surely stay哦，我的心定会停留在这个地方Now the clouds are flying by me黑云匆匆穿过我的头顶上And the moon is on the rise明月也升起在天空的那一旁I have left stars behind me我将繁星留在我的后方They were diamonds in your skies它们会像钻石闪耀在你的天空上You would be a sweet surrender所以请你不要那么倔强I must go the other way我要走的是另一个方向And my train will carry me onward列车会载着我驶向前方Though my heart would surely stay但我的心定会停留在这个地方Wo my heart would surely stay哦，我的心定会停留在这个地方展开
