1,2,3,4,5,6,7
一起睡觉呀嘿呦,以前每次听到班主任这个手机铃声响起，都会感觉好笑，一个快退休的人了还听这种歌。但最近才知道前几年他老婆去世了，爱情吧。,2018年3月17日,26591,好久不见,陈奕迅,111
别问了-哭-我男-她调皮爱这样叫,她喜欢叫我小仙女我也喜欢被她调戏；搬到公司宿舍我买了零食她说减肥不吃 喝醉了却抓着零食说晚上饿醒了起来悄悄偷吃的事；加班她陪着我 她喝了酒有点微醉拉着我胳膊说了好多；想带她吃遍贵州所有小吃…那是我最快乐的时光 后来 分了 来到江西 去过你拍的八音楼 你们一家人照相的码头 很高兴认识你,2018年8月9日,25060,好久不见,陈奕迅,111
__Meng,看完了所有你的微博，听到这首《好久不见》，我们是不是回不到以前了，我们，真的只剩下遗憾了…你，不要忘记这里有一个人在思念你…,2014年10月23日,18038,好久不见,陈奕迅,111
伊凡Yivan,黑夜给了我黑色的眼睛，我要用它寻找光明。凌晨4点一直单曲循环到天明。边听就边想起以前的点点滴滴，原来我还想她！,2014年11月3日,11783,好久不见,陈奕迅,111
落地的小小尘埃,只要最后是你，晚一点也没有关系,2018年12月20日,10987,好久不见,陈奕迅,111
儿童节的雪,遇见你才明白，开往地老天荒其实不需要多勇敢，只需要你是终点。,2017年8月28日,10万,爱情转移（电影《爱情呼叫转移》主题曲）,陈奕迅,111
ElGeneral,多希望有一天我的孩子问我 爸爸你的初恋是谁啊 的时候 我不是戴上老花眼镜翻开早已泛黄的照片和信，而是指指厨房里忙碌的背影说，你看 孩子，她就在那儿。,2015年11月19日,92143,爱情转移（电影《爱情呼叫转移》主题曲）,陈奕迅,111
kk6741,第一次听的时候刚好失恋，那天在网吧通宵看完电影《爱情呼叫转移》的片尾响起了这首歌，一个大男生在网吧哭的一塌糊涂。。。一晃7年了，我还是一个人，错过了很多失去了，始终不明白荡气回肠最后还是为了最美的平凡。,2015年3月15日,46730,爱情转移（电影《爱情呼叫转移》主题曲）,陈奕迅,111
峨眉周芷若r,其实每个人都会累，只是伪装着保护自己，有时像患了忧郁症一样，会突然心情不好。 偶尔像患了自闭症似的，不想说话也不想动。别人问起，也不知道该怎样回答。不是假装沉默，只是无力诉说。或许每个人都有一个死角，自己走不出来，别人也闯不进去，我把最深沉的秘密放在那里，你不懂我，我不怪你。,2015年4月12日,36664,爱情转移（电影《爱情呼叫转移》主题曲）,陈奕迅,111
大橙子不,"""流浪几张双人床 换过几次信仰 才让戒指义无反顾的交换"" 多么现实又深刻的一句话。",2015年12月22日,29879,爱情转移（电影《爱情呼叫转移》主题曲）,陈奕迅,111
钟意周杰伦,如果有人陪你异地恋千万不要随便把她弄丢她图你什么呢论距离，她图不到你的钱也睡不到你每天过着孤独的生活拒绝着身边的诱惑坚持下去那是因为她真的爱你,2017年12月2日,26606,爱情转移（电影《爱情呼叫转移》主题曲）,陈奕迅,111
Yannischangdu,不知道为什么，只有这首歌喜欢国语版胜过粤语版,2015年3月14日,17691,爱情转移（电影《爱情呼叫转移》主题曲）,陈奕迅,111
JYOBSXH,那年，她喜欢陈奕迅，我喜欢她。现在，我喜欢陈奕迅，她却喜欢他⋯⋯,2016年2月5日,16357,爱情转移（电影《爱情呼叫转移》主题曲）,陈奕迅,111
宬宬宬亰範,今晚听到忽然觉得比三年前好听,2014年10月26日,12194,爱情转移（电影《爱情呼叫转移》主题曲）,陈奕迅,111
-Levixxx,eason曾说过，爱情转移是一首不是人唱的歌。如果你一字一句连停顿气息都照着eason的原版模仿，你会发现真的不是人唱的。,2015年6月12日,11100,爱情转移（电影《爱情呼叫转移》主题曲）,陈奕迅,111
没道理_5,我和初恋中间隔了六年又和好啦！,2020年4月1日,10007,爱情转移（电影《爱情呼叫转移》主题曲）,陈奕迅,111
越走越远_MMMM,遇见你是富士山下，离开你是爱情转移,2020年1月27日,9099,爱情转移（电影《爱情呼叫转移》主题曲）,陈奕迅,111
洪荒少女爱吃,或许换个时间，我们真的合适,2020年9月26日,8633,爱情转移（电影《爱情呼叫转移》主题曲）,陈奕迅,111
urya-,爱情里有两种遗憾 一种是你曾经那么用力爱过 最后却发现那个人根本不值得 另一种是你没有好好去爱 失去了 才发现那是一个真正值得的人,2019年1月21日,8573,爱情转移（电影《爱情呼叫转移》主题曲）,陈奕迅,111
等啊啊-,你连前奏都没听完，怎么知道是富士山下还是爱情转移。我的意思是，你为什么不再等一等。,2021年12月16日,7979,爱情转移（电影《爱情呼叫转移》主题曲）,陈奕迅,111
___我麋鹿啦,百无一用是深情，不屑一顾是相思,2015年6月24日,13.2万,一丝不挂,陈奕迅,111
弹钢琴的奶瓶,和他的聊天记录156MB， 今晚终于删除了。,2016年4月5日,89176,一丝不挂,陈奕迅,111
帐号已注销,明明千丝万缕 偏说一丝不挂,2016年4月4日,66758,一丝不挂,陈奕迅,111
江户川木木希,真羡慕广东的朋友，不用学粤语，直接可以唱粤语歌，这歌就是再模仿发音也没有原来的味道,2016年4月30日,45557,一丝不挂,陈奕迅,111
Mr-TambourineMan,《一丝不挂》《钟无艳》《春秋》，简直是林夕的“苦情三部曲”。,2014年10月13日,31733,一丝不挂,陈奕迅,111
阿塔尼斯st,今年死活考研都是为了一个姑娘，上午得到录取通知，下午我去找她，万万没想到，她告诉我就在我来北京复试的前几天她已经接受了别人。我想到她可能会拒绝我，但万万没想到被别人截胡。她给了我最美好的希望，然后在我面前把这份希望亲手撕得粉碎。这种残酷已非语言能够形容回家的火车上，几乎一夜无眠！,2016年3月29日,30357,一丝不挂,陈奕迅,111
4399Ada,评论里说一朝失恋就听懂了所有的陈奕迅，而我听一首陈奕迅就好像经历了一次失恋。,2016年4月1日,25603,一丝不挂,陈奕迅,111
Addicted-朴孝敏,我一点都不想跟风但是真的好喜欢陈奕迅,2014年10月16日,22485,一丝不挂,陈奕迅,111
Lucius1874,我觉得这是陈奕迅最好的一首歌（个人观点，不喜勿喷),2016年1月9日,20841,一丝不挂,陈奕迅,111
小细腿和大长腿,诗文中虽一次都未出现“一丝不挂”，但全诗中到处缠绕着“丝”。像牵连，松绑，摆脱，围绕，遥控，勒，扯线木偶，线，拿捏，青丝，系，舍割，断线风筝，牵引，结，脱落，牵动，撕裂，束缚，绳索，等这些词语，贯穿全诗。可以说，全诗几乎都在围绕着记忆在写“丝”。,2016年2月28日,19682,一丝不挂,陈奕迅,111
鸽肥科,林夕太有深意了，陈奕迅碰到他真是上天安排的。,2014年10月17日,14825,一丝不挂,陈奕迅,111
_Yew_,明明千丝万缕 却说一丝不挂,2015年12月29日,12319,一丝不挂,陈奕迅,111
今天我要听十次,我知道人人都向往自由，但爱上你以后我选择了束缚。,2018年5月5日,10478,一丝不挂,陈奕迅,111
帐号已注销,从未读懂一首歌像一丝不挂般深刻。,2014年10月12日,8575,一丝不挂,陈奕迅,111
宥博的梓哲,大神之作，港乐巅峰。,2014年10月7日,7931,一丝不挂,陈奕迅,111
Antonioooo,“老板两份炒面打包；一分辣一份不辣…算了两份都辣”,2014年12月15日,16万,孤独患者,陈奕迅,111
罒__罒,就在这个学期，一个人去吃黄焖鸡米饭，中途端着碗去添饭，回来发现阿姨把我只吃了一半的黄焖鸡收拾走了。端着满满的一碗饭楞在原地好久，吃饭的人群有说有笑，来来往往，而我仿佛被整个世界抛弃。试问这种孤独谁能感同身受？,2015年10月26日,10.9万,孤独患者,陈奕迅,111
Forward__,让我想到村上春树的一句话，哪有人喜欢孤独啊，只是不想失望罢了。,2016年1月23日,79714,孤独患者,陈奕迅,111
尙尙尙尙尙尙,孤独这两个字拆开看，有小孩，有水果，有走兽，有蚊蝇，足以撑起一个盛夏傍晚的巷子口，人味十足。,2015年11月28日,45448,孤独患者,陈奕迅,111
云村村民95819953165120336677524,"""我天性不宜交际。在多数场合，我不是觉得对方乏味，就是害怕对方觉得我乏味。可是我既不愿忍受对方的乏味，也不愿费劲使自己显得有趣，那都太累了。我独处时最轻松，因为我不觉得自己乏味，即使乏味，也自己承受，不累及他人，无需感到不安。"" by周国平",2016年4月2日,41084,孤独患者,陈奕迅,111
不离天下溪,别人稍一注意你你就敞开心扉，你觉得这是坦率，其实这是孤独,2016年6月10日,36426,孤独患者,陈奕迅,111
萍舟,我有两个社交账号，一个是真身份，说假故事。一个是假身份，说真故事。到后来，连我自己都不知道哪个才是真的我了。,2016年10月4日,32309,孤独患者,陈奕迅,111
一座摩羯,说的不就是摩羯座吗,2015年6月28日,26059,孤独患者,陈奕迅,111
剩一颗,看似朋友成群，实则孤身一人,2015年12月13日,24368,孤独患者,陈奕迅,111
viviancy,有一次自己一个人去吃饭，看到一个位置很不错，已经坐下来了，有一对情侣刚好来，店员让我换个单人位置，我都直接愣住了，过了好一会才傻傻愣愣的离开位置去单人位置上吃东西。。。。然后看店里情侣一对对，自己好惨的样子，突然那一天就体会到了单身狗的悲惨,2015年12月18日,20462,孤独患者,陈奕迅,111
立花栊-,“先生，孤独和寂寞有何区别？”“寂寞是指一个人身边没有能与之相伴的人”“那孤独呢？”“孤独或许是与之相伴的人，却志不相投”,2018年4月19日,19642,孤独患者,陈奕迅,111
你看白雾花,作曲方大同哎,2014年11月27日,16799,孤独患者,陈奕迅,111
大大大大大大力,今天无意中看到的，外向孤独患者的八个特征:手机不离身；对待不同的人有不同的性格；从小就懂得很多道理；有时候很神经，有时候很镇静；会因为别人的一句话伤心，但不会被发现；安慰很多人，但自己却没人安慰；会怀念从前，讨厌现在；有时候会笑得没心没肺，有时候却很沉默。😳😳😳,2017年1月7日,6192,孤独患者,陈奕迅,111
眯猫毛,舍友真的是舍友，做不了谈话的知心朋友，平常一起嘻嘻哈哈还可以，但是心里话是真的说不了的，每个人都相处的不近不远，6个人一起走，你以为比较近一点的舍友但她觉得你不是她最近的，有时候真的挺累的，有时候说出了自己最担心的事情，她们的态度真的让人挺反感的，在陌生的大城市有时候真的挺孤独的,2017年12月5日,6100,孤独患者,陈奕迅,111
罐装可可乐,我所認為的好朋友都有比我更好的朋友。,2020年11月25日,5824,孤独患者,陈奕迅,111
晚渡氵,今天，我应约去见你，去之前试了两个小时衣服，甚至连内衣都换成配套。见到你那一刻，并没有想象中的失望或者激动，只觉得本来小小的心突然被扩张得好大好大。七年了，I`ve never stopped loving you，我从未停止爱你。,2015年2月24日,18.4万,独家记忆（《我不是伟人》国语版）,陈小春,111
晒月亮的胖猫,男人占有欲强并不是一件坏事 但千万别在众人面前暴露出来 女友和其他男孩说说笑笑 你就气得吹鼻子瞪眼 摆臭脸 只会风度尽失 正确的做法应该是打断他们的谈话 对女友严肃而坚定地说 你 过来一下 然后带她到走廊里 一把按到墙上 狠狠地吻她 而后在她耳畔低语 对不起 我吃醋了 ,2016年4月3日,10.5万,独家记忆（《我不是伟人》国语版）,陈小春,111
此用户以吊销,每次失望一次，我就少做一件爱你的事，直到最后备注改成全名、取消特别关注、上线不主动找你、收起你送的东西、删掉你所有的照片、再也不偷偷看你的时候，就是该说再见的时候了。多年后你会不会记得，曾经有一个人很努力的珍惜过你。——失望是一天天积累的，离开是很长的决定…,2016年3月3日,66732,独家记忆（《我不是伟人》国语版）,陈小春,111
